<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDRUB;60;20180723;010000;63.3514000;63.5058000;63.3490000;63.3988000;50
USDRUB;60;20180723;020000;63.4117000;63.6497000;63.3782000;63.3975000;419
USDRUB;60;20180723;030000;63.3997000;63.4649000;63.3775000;63.3840000;169
USDRUB;60;20180723;040000;63.3896000;63.4675000;63.3870000;63.4590000;265
USDRUB;60;20180723;050000;63.4709000;63.4727000;63.4108000;63.4290000;4268
USDRUB;60;20180723;060000;63.4430000;63.4540000;63.4284000;63.4491000;455
USDRUB;60;20180723;070000;63.4540000;63.5370000;63.4285000;63.5220000;515
USDRUB;60;20180723;080000;63.5282000;63.5370000;63.4040000;63.4391000;764
USDRUB;60;20180723;090000;63.4297000;63.4456000;63.3390000;63.3790000;1986
USDRUB;60;20180723;100000;63.3951000;63.4298000;63.1396000;63.3191000;5007
USDRUB;60;20180723;110000;63.3031000;63.4191000;63.0600000;63.1155000;24156
USDRUB;60;20180723;120000;63.1151000;63.1580000;62.9400000;63.0611000;21027
USDRUB;60;20180723;130000;63.0597000;63.1110000;62.9363000;63.0978000;20927
USDRUB;60;20180723;140000;63.0923000;63.1006000;62.9738000;63.0187000;17866
USDRUB;60;20180723;150000;63.0240000;63.1430000;62.9800000;63.1376000;18542
USDRUB;60;20180723;160000;63.1342000;63.1626000;62.9993000;63.1234000;28329
USDRUB;60;20180723;170000;63.1400000;63.2137000;63.0575000;63.0923000;33466
USDRUB;60;20180723;180000;63.1030000;63.1142000;62.9967000;63.0380000;20772
USDRUB;60;20180723;190000;63.0528000;63.1128000;63.0099000;63.0460000;18038
USDRUB;60;20180723;200000;63.0496000;63.1323000;63.0251000;63.0772000;11712
USDRUB;60;20180723;210000;63.0764000;63.1035000;62.9960000;63.0538000;9013
USDRUB;60;20180723;220000;63.0605000;63.0670000;63.0114000;63.0406000;6911
USDRUB;60;20180723;230000;63.0429000;63.0566000;62.9731000;63.0434000;4089
USDRUB;60;20180724;000000;63.0442000;63.0910000;63.0287000;63.0490000;3276
USDRUB;60;20180724;010000;63.0755000;63.1194000;63.0386000;63.0390000;147
USDRUB;60;20180724;020000;63.0723000;63.0783000;63.0364000;63.0629000;96
USDRUB;60;20180724;030000;63.0679000;63.0758000;62.9413000;62.9701000;235
USDRUB;60;20180724;040000;62.9470000;63.0110000;62.8517000;62.8540000;565
USDRUB;60;20180724;050000;62.8683000;62.9070000;62.8342000;62.8940000;469
USDRUB;60;20180724;060000;62.9010000;62.9666000;62.8442000;62.9629000;215
USDRUB;60;20180724;070000;62.9680000;62.9758000;62.9265000;62.9265000;93
USDRUB;60;20180724;080000;62.9610000;62.9745000;62.9227000;62.9265000;250
USDRUB;60;20180724;090000;62.9265000;62.9738000;62.9040000;62.9565000;736
USDRUB;60;20180724;100000;62.9570000;63.1423000;62.9430000;63.1024000;3023
USDRUB;60;20180724;110000;63.0959000;63.1418000;62.7831000;62.8542000;38662
USDRUB;60;20180724;120000;62.8517000;62.9447000;62.8015000;62.8706000;25349
USDRUB;60;20180724;130000;62.8708000;62.9079000;62.7091000;62.7784000;24222
USDRUB;60;20180724;140000;62.7783000;62.8047000;62.6228000;62.6907000;32760
USDRUB;60;20180724;150000;62.6749000;62.8074000;62.6408000;62.7370000;31807
USDRUB;60;20180724;160000;62.7338000;62.8339000;62.6615000;62.8301000;27404
USDRUB;60;20180724;170000;62.8301000;62.8501000;62.6253000;62.6848000;34069
USDRUB;60;20180724;180000;62.6880000;62.7666000;62.6043000;62.7048000;28335
USDRUB;60;20180724;190000;62.7056000;62.7951000;62.6418000;62.7665000;23538
USDRUB;60;20180724;200000;62.7665000;63.5427000;62.6568000;63.3221000;28079
USDRUB;60;20180724;210000;63.3270000;63.3360000;63.1040000;63.2135000;17057
USDRUB;60;20180724;220000;63.2035000;63.2966000;63.1602000;63.2805000;9041
USDRUB;60;20180724;230000;63.2845000;63.2973000;63.2452000;63.2703000;4956
USDRUB;60;20180725;000000;63.2685000;63.3335000;63.2411000;63.3190000;5154
USDRUB;60;20180725;010000;63.3287000;63.3977000;63.2698000;63.3016000;166
USDRUB;60;20180725;020000;63.3058000;63.3520000;63.2740000;63.3270000;107
USDRUB;60;20180725;030000;63.3287000;63.3760000;63.3182000;63.3753000;51
USDRUB;60;20180725;040000;63.3631000;63.3785000;63.3342000;63.3476000;80
USDRUB;60;20180725;050000;63.3573000;63.3577000;63.2740000;63.3094000;146
USDRUB;60;20180725;060000;63.3150000;63.3498000;63.2860000;63.3205000;325
USDRUB;60;20180725;070000;63.3266000;63.3560000;63.2687000;63.2940000;513
USDRUB;60;20180725;080000;63.3137000;63.3350000;63.2765000;63.3037000;329
USDRUB;60;20180725;090000;63.3114000;63.3370000;63.2598000;63.2973000;258
USDRUB;60;20180725;100000;63.3193000;63.4562000;63.0627000;63.1787000;2706
USDRUB;60;20180725;110000;63.1787000;63.2858000;62.9790000;63.1139000;29228
USDRUB;60;20180725;120000;63.1051000;63.1139000;62.9242000;62.9763000;29192
USDRUB;60;20180725;130000;62.9493000;63.0032000;62.7574000;62.9079000;29660
USDRUB;60;20180725;140000;62.9093000;62.9396000;62.8047000;62.9313000;22435
USDRUB;60;20180725;150000;62.9298000;62.9823000;62.8224000;62.8970000;25330
USDRUB;60;20180725;160000;62.8991000;62.9680000;62.8440000;62.9265000;22656
USDRUB;60;20180725;170000;62.9293000;63.1057000;62.8024000;63.0756000;36458
USDRUB;60;20180725;180000;63.0776000;63.1463000;62.8618000;63.0928000;42815
USDRUB;60;20180725;190000;63.0922000;63.1271000;62.9103000;62.9706000;31164
USDRUB;60;20180725;200000;62.9706000;63.0248000;62.9115000;63.0156000;11422
USDRUB;60;20180725;210000;63.0183000;63.0734000;62.9029000;63.0313000;10152
USDRUB;60;20180725;220000;63.0452000;63.0724000;62.9482000;62.9647000;7410
USDRUB;60;20180725;230000;62.9706000;62.9911000;62.8471000;62.8540000;8329
USDRUB;60;20180726;000000;62.8658000;62.9170000;62.5716000;62.7848000;6223
USDRUB;60;20180726;010000;62.8092000;62.8271000;62.7080000;62.7965000;707
USDRUB;60;20180726;020000;62.8144000;62.8252000;62.7597000;62.7848000;220
USDRUB;60;20180726;030000;62.8192000;62.8235000;62.7823000;62.7990000;523
USDRUB;60;20180726;040000;62.8201000;62.8281000;62.7855000;62.7873000;602
USDRUB;60;20180726;050000;62.8064000;62.8314000;62.7832000;62.7979000;802
USDRUB;60;20180726;060000;62.8178000;62.8251000;62.7879000;62.8056000;473
USDRUB;60;20180726;070000;62.8210000;62.8280000;62.7853000;62.8176000;294
USDRUB;60;20180726;080000;62.8167000;62.8272000;62.7797000;62.8110000;736
USDRUB;60;20180726;090000;62.8169000;62.8171000;62.7612000;62.8001000;348
USDRUB;60;20180726;100000;62.7991000;62.9151000;62.7610000;62.8942000;395
USDRUB;60;20180726;110000;62.9006000;63.0354000;62.8388000;62.8930000;27963
USDRUB;60;20180726;120000;62.8930000;62.9601000;62.8362000;62.9499000;28757
USDRUB;60;20180726;130000;62.9489000;62.9849000;62.8871000;62.9096000;24357
USDRUB;60;20180726;140000;62.9559000;63.0119000;62.9065000;62.9529000;18613
USDRUB;60;20180726;150000;63.0008000;63.0866000;62.9479000;63.0811000;24909
USDRUB;60;20180726;160000;63.0789000;63.0894000;62.9158000;63.0452000;40112
USDRUB;60;20180726;170000;63.0255000;63.0588000;62.8363000;62.8957000;43770
USDRUB;60;20180726;180000;62.9443000;63.0785000;62.8741000;62.9420000;39003
USDRUB;60;20180726;190000;62.9487000;62.9487000;62.7791000;62.9090000;26140
USDRUB;60;20180726;200000;62.8968000;62.9188000;62.7716000;62.8233000;10614
USDRUB;60;20180726;210000;62.8406000;62.9195000;62.7870000;62.8638000;8197
USDRUB;60;20180726;220000;62.8610000;62.9138000;62.8289000;62.8750000;7149
USDRUB;60;20180726;230000;62.8889000;62.9385000;62.8313000;62.9380000;5734
USDRUB;60;20180727;000000;62.9358000;62.9588000;62.8888000;62.9450000;2759
USDRUB;60;20180727;010000;62.9310000;63.0107000;62.9222000;62.9267000;488
USDRUB;60;20180727;020000;62.9419000;62.9542000;62.9255000;62.9255000;706
USDRUB;60;20180727;030000;62.9437000;62.9530000;62.8950000;62.9003000;906
USDRUB;60;20180727;040000;62.9261000;62.9300000;62.8759000;62.9045000;272
USDRUB;60;20180727;050000;62.9245000;62.9265000;62.8890000;62.9030000;77
USDRUB;60;20180727;060000;62.9030000;62.9170000;62.8715000;62.9170000;240
USDRUB;60;20180727;070000;62.8973000;62.9170000;62.8520000;62.8526000;123
USDRUB;60;20180727;080000;62.8651000;62.9020000;62.8436000;62.8892000;154
USDRUB;60;20180727;090000;62.8730000;62.9340000;62.8483000;62.8838000;233
USDRUB;60;20180727;100000;62.8760000;62.9700000;62.8400000;62.9685000;1469
USDRUB;60;20180727;110000;62.9683000;63.0168000;62.8735000;62.9516000;27441
USDRUB;60;20180727;120000;63.0006000;63.0059000;62.9054000;62.9824000;29393
USDRUB;60;20180727;130000;62.9822000;63.0248000;62.9086000;62.9477000;25167
USDRUB;60;20180727;140000;62.9963000;63.0150000;62.9097000;62.9944000;21849
USDRUB;60;20180727;150000;62.9934000;63.0422000;62.9207000;63.0390000;23256
USDRUB;60;20180727;160000;63.0360000;63.0429000;62.8317000;62.8998000;31663
USDRUB;60;20180727;170000;62.8977000;62.9101000;62.7059000;62.7786000;33473
USDRUB;60;20180727;180000;62.7851000;62.7948000;62.5969000;62.7374000;32231
USDRUB;60;20180727;190000;62.7330000;62.7892000;62.6330000;62.6991000;17353
USDRUB;60;20180727;200000;62.6933000;62.8510000;62.6523000;62.8435000;9913
USDRUB;60;20180727;210000;62.8457000;62.8873000;62.7627000;62.8030000;9141
USDRUB;60;20180727;220000;62.8135000;62.8188000;62.7503000;62.7600000;6357
USDRUB;60;20180727;230000;62.7688000;62.7795000;62.7340000;62.7680000;4799
USDRUB;60;20180728;000000;62.7812000;62.8115000;62.1413000;62.5442000;3336
USDRUB;60;20180728;010000;62.6169000;62.7917000;62.6169000;62.7691000;23
USDRUB;60;20180728;020000;62.7691000;62.7750000;62.7691000;62.7750000;10
USDRUB;60;20180729;200000;62.7590000;62.7590000;62.7590000;62.7590000;12
USDRUB;60;20180729;210000;62.7590000;62.7590000;62.7590000;62.7590000;12
USDRUB;60;20180729;220000;62.7590000;62.7590000;62.7590000;62.7590000;12
USDRUB;60;20180729;230000;62.7590000;62.7757000;62.7139000;62.7656000;19
USDRUB;60;20180730;000000;62.7656000;62.7656000;62.6525000;62.6670000;14
USDRUB;60;20180730;010000;62.6697000;62.7770000;62.6535000;62.6857000;52
USDRUB;60;20180730;020000;62.6907000;62.7638000;62.6626000;62.7597000;36
USDRUB;60;20180730;030000;62.6640000;62.7609000;62.6640000;62.6909000;32
USDRUB;60;20180730;040000;62.6959000;62.8017000;62.6682000;62.6751000;54
USDRUB;60;20180730;050000;62.6654000;62.8551000;62.6654000;62.8073000;548
USDRUB;60;20180730;060000;62.8526000;62.8908000;62.8072000;62.8359000;521
USDRUB;60;20180730;070000;62.8655000;62.9120000;62.8310000;62.9027000;706
USDRUB;60;20180730;080000;62.9029000;62.9234000;62.8490000;62.9070000;1611
USDRUB;60;20180730;090000;62.9134000;62.9257000;62.8930000;62.8980000;2322
USDRUB;60;20180730;100000;62.9171000;62.9231000;62.1969000;62.8085000;1957
USDRUB;60;20180730;110000;62.8492000;62.8767000;62.6727000;62.7562000;21731
USDRUB;60;20180730;120000;62.7569000;62.8228000;62.6523000;62.6643000;22623
USDRUB;60;20180730;130000;62.6643000;62.7280000;62.5534000;62.5902000;26105
USDRUB;60;20180730;140000;62.5902000;62.7097000;62.5787000;62.6613000;17926
USDRUB;60;20180730;150000;62.6430000;62.6626000;62.3789000;62.4635000;29677
USDRUB;60;20180730;160000;62.4629000;62.5303000;62.3515000;62.3567000;19209
USDRUB;60;20180730;170000;62.4055000;62.4206000;62.1447000;62.2786000;27099
USDRUB;60;20180730;180000;62.2787000;62.3927000;62.2301000;62.3303000;23957
USDRUB;60;20180730;190000;62.3258000;62.3589000;62.1430000;62.1982000;17357
USDRUB;60;20180730;200000;62.1981000;62.2570000;62.1355000;62.2294000;9469
USDRUB;60;20180730;210000;62.2294000;62.2560000;62.1720000;62.2300000;8814
USDRUB;60;20180730;220000;62.2337000;62.2890000;62.1870000;62.2890000;4862
USDRUB;60;20180730;230000;62.2879000;62.3133000;62.2320000;62.2755000;6685
USDRUB;60;20180731;000000;62.2888000;62.2990000;62.2210000;62.2371000;4362
USDRUB;60;20180731;010000;62.2440000;62.2636000;62.2129000;62.2221000;60
USDRUB;60;20180731;020000;62.2252000;62.2580000;62.2080000;62.2145000;220
USDRUB;60;20180731;030000;62.2379000;62.2691000;62.2070000;62.2159000;213
USDRUB;60;20180731;040000;62.1982000;62.2671000;62.1753000;62.1870000;1487
USDRUB;60;20180731;050000;62.2064000;62.2269000;62.1835000;62.1880000;1698
USDRUB;60;20180731;060000;62.2146000;62.2837000;62.1839000;62.1880000;1420
USDRUB;60;20180731;070000;62.2212000;62.3160000;62.1842000;62.2694000;1333
USDRUB;60;20180731;080000;62.2879000;62.3130000;62.2200000;62.2261000;232
USDRUB;60;20180731;090000;62.2504000;62.2841000;62.1350000;62.2192000;1451
USDRUB;60;20180731;100000;62.2458000;62.3520000;62.1780000;62.2730000;1624
USDRUB;60;20180731;110000;62.2765000;62.4150000;62.2250000;62.3990000;24757
USDRUB;60;20180731;120000;62.3989000;62.4230000;62.2464000;62.2973000;25685
USDRUB;60;20180731;130000;62.3013000;62.3965000;62.2280000;62.3613000;22528
USDRUB;60;20180731;140000;62.3625000;62.4398000;62.2701000;62.4330000;22762
USDRUB;60;20180731;150000;62.4283000;62.4344000;62.3169000;62.3933000;21928
USDRUB;60;20180731;160000;62.3916000;62.6384000;62.2818000;62.4128000;21330
USDRUB;60;20180731;170000;62.4128000;62.5736000;62.3177000;62.5508000;30505
USDRUB;60;20180731;180000;62.5562000;62.5848000;62.3193000;62.3380000;24262
USDRUB;60;20180731;190000;62.3381000;62.4446000;62.2496000;62.3431000;20629
USDRUB;60;20180731;200000;62.3446000;62.3460000;62.1681000;62.3193000;12589
USDRUB;60;20180731;210000;62.3214000;62.4275000;62.2739000;62.4090000;9476
USDRUB;60;20180731;220000;62.4103000;62.4403000;62.3505000;62.4158000;6345
USDRUB;60;20180731;230000;62.4213000;62.4867000;62.4065000;62.4537000;10053
USDRUB;60;20180801;000000;62.4671000;62.5474000;62.1168000;62.5170000;4680
USDRUB;60;20180801;010000;62.5175000;62.5311000;62.4232000;62.4520000;118
USDRUB;60;20180801;020000;62.4534000;62.4671000;62.4078000;62.4395000;70
USDRUB;60;20180801;030000;62.4443000;62.5423000;62.4308000;62.5145000;130
USDRUB;60;20180801;040000;62.5046000;62.7331000;62.4570000;62.6220000;442
USDRUB;60;20180801;050000;62.6282000;62.6326000;62.5840000;62.6005000;182
USDRUB;60;20180801;060000;62.6024000;62.6107000;62.5479000;62.5640000;353
USDRUB;60;20180801;070000;62.5741000;62.5795000;62.5327000;62.5605000;798
USDRUB;60;20180801;080000;62.5748000;62.7980000;62.5490000;62.6051000;280
USDRUB;60;20180801;090000;62.5774000;62.6450000;62.5700000;62.6015000;179
USDRUB;60;20180801;100000;62.6155000;62.6270000;62.4919000;62.5824000;308
USDRUB;60;20180801;110000;62.5855000;62.6407000;62.4463000;62.5527000;19834
USDRUB;60;20180801;120000;62.5526000;62.6323000;62.4925000;62.6180000;16099
USDRUB;60;20180801;130000;62.6182000;62.6845000;62.5663000;62.6451000;14833
USDRUB;60;20180801;140000;62.6433000;62.7188000;62.5963000;62.7104000;13993
USDRUB;60;20180801;150000;62.7102000;62.8066000;62.6400000;62.7993000;16276
USDRUB;60;20180801;160000;62.7992000;62.8851000;62.7588000;62.7900000;20473
USDRUB;60;20180801;170000;62.7926000;62.9269000;62.7650000;62.9190000;20283
USDRUB;60;20180801;180000;62.9115000;62.9326000;62.7433000;62.8548000;24388
USDRUB;60;20180801;190000;62.8548000;62.8937000;62.7964000;62.8658000;17456
USDRUB;60;20180801;200000;62.8683000;63.0750000;62.8500000;63.0079000;11880
USDRUB;60;20180801;210000;63.0087000;63.0579000;62.9668000;63.0123000;8149
USDRUB;60;20180801;220000;63.0165000;63.0488000;62.9357000;62.9661000;11004
USDRUB;60;20180801;230000;62.9687000;63.0053000;62.9375000;62.9900000;8638
USDRUB;60;20180802;000000;62.9900000;63.0408000;62.8908000;62.8913000;3544
USDRUB;60;20180802;010000;62.9225000;63.0436000;62.8778000;62.9611000;79
USDRUB;60;20180802;020000;62.9565000;63.0420000;62.8796000;62.9783000;38
USDRUB;60;20180802;030000;62.9975000;63.0227000;62.8769000;62.9640000;48
USDRUB;60;20180802;040000;62.9926000;62.9926000;62.9094000;62.9900000;45
USDRUB;60;20180802;050000;62.9811000;62.9870000;62.9222000;62.9670000;33
USDRUB;60;20180802;060000;62.9598000;63.0072000;62.9238000;62.9774000;53
USDRUB;60;20180802;070000;62.9800000;63.0319000;62.9287000;62.9623000;62
USDRUB;60;20180802;080000;62.9905000;63.0074000;62.9296000;63.0050000;371
USDRUB;60;20180802;090000;63.0127000;63.0200000;62.9468000;62.9896000;482
USDRUB;60;20180802;100000;63.0134000;63.1433000;62.9193000;63.0701000;1998
USDRUB;60;20180802;110000;63.0859000;63.2160000;63.0088000;63.0884000;25718
USDRUB;60;20180802;120000;63.0885000;63.1513000;63.0106000;63.1180000;22806
USDRUB;60;20180802;130000;63.1361000;63.3354000;63.0745000;63.2648000;28715
USDRUB;60;20180802;140000;63.2626000;63.3503000;63.2093000;63.3050000;25754
USDRUB;60;20180802;150000;63.3064000;63.3283000;63.1662000;63.2520000;30203
USDRUB;60;20180802;160000;63.2520000;63.2963000;63.1326000;63.1831000;25656
USDRUB;60;20180802;170000;63.1851000;63.3526000;63.1162000;63.3145000;29985
USDRUB;60;20180802;180000;63.3174000;63.5634000;63.2511000;63.4190000;48792
USDRUB;60;20180802;190000;63.4190000;63.4748000;63.2914000;63.3917000;27367
USDRUB;60;20180802;200000;63.3869000;63.4667000;63.3202000;63.4484000;10919
USDRUB;60;20180802;210000;63.4507000;63.4898000;63.3663000;63.4165000;8301
USDRUB;60;20180802;220000;63.4175000;63.4750000;63.3861000;63.4532000;7928
USDRUB;60;20180802;230000;63.4567000;63.4596000;63.3367000;63.4229000;6811
USDRUB;60;20180803;000000;63.4220000;63.4300000;63.3015000;63.3423000;4924
USDRUB;60;20180803;010000;63.3415000;63.3527000;63.3060000;63.3260000;54
USDRUB;60;20180803;020000;63.3313000;63.3448000;63.3015000;63.3110000;41
USDRUB;60;20180803;030000;63.3226000;63.3510000;63.3015000;63.3264000;201
USDRUB;60;20180803;040000;63.3030000;63.3438000;63.2990000;63.2990000;174
USDRUB;60;20180803;050000;63.3146000;63.3364000;63.2965000;63.3055000;299
USDRUB;60;20180803;060000;63.3303000;63.3455000;63.2799000;63.3380000;213
USDRUB;60;20180803;070000;63.3217000;63.4150000;63.2980000;63.3708000;155
USDRUB;60;20180803;080000;63.4098000;63.5900000;63.2752000;63.3666000;183
USDRUB;60;20180803;090000;63.4097000;63.5902000;63.2695000;63.3189000;107
USDRUB;60;20180803;100000;63.3456000;63.4834000;63.2660000;63.4473000;1361
USDRUB;60;20180803;110000;63.4445000;63.5400000;63.3071000;63.4809000;25694
USDRUB;60;20180803;120000;63.4527000;63.5326000;63.3493000;63.4301000;30596
USDRUB;60;20180803;130000;63.3815000;63.4895000;63.3317000;63.4641000;27236
USDRUB;60;20180803;140000;63.4640000;63.4781000;63.3708000;63.4216000;20616
USDRUB;60;20180803;150000;63.4216000;63.4269000;63.1656000;63.3253000;38054
USDRUB;60;20180803;160000;63.3253000;63.3400000;63.1604000;63.2962000;32304
USDRUB;60;20180803;170000;63.2961000;63.3704000;63.2141000;63.2992000;25483
USDRUB;60;20180803;180000;63.3081000;63.3153000;63.0999000;63.2210000;28236
USDRUB;60;20180803;190000;63.2173000;63.2595000;63.1265000;63.2144000;21934
USDRUB;60;20180803;200000;63.2144000;63.2573000;63.1682000;63.2440000;8163
USDRUB;60;20180803;210000;63.2416000;63.2879000;63.2178000;63.2682000;4988
USDRUB;60;20180803;220000;63.2655000;63.2777000;63.2059000;63.2522000;5038
USDRUB;60;20180803;230000;63.2574000;63.2916000;63.1924000;63.2825000;4960
USDRUB;60;20180804;000000;63.2926000;64.0844000;63.2782000;63.8555000;3151
USDRUB;60;20180804;010000;63.8905000;63.8905000;63.3170000;63.3170000;22
USDRUB;60;20180804;020000;63.3170000;63.3170000;63.3170000;63.3170000;1
USDRUB;60;20180805;200000;63.3170000;63.3170000;63.3170000;63.3170000;12
USDRUB;60;20180805;210000;63.3170000;63.3170000;63.3170000;63.3170000;12
USDRUB;60;20180805;220000;63.3170000;63.3170000;63.3170000;63.3170000;12
USDRUB;60;20180805;230000;63.3170000;63.5450000;63.1670000;63.3545000;24
USDRUB;60;20180806;000000;63.3545000;63.5970000;63.3130000;63.3806000;28
USDRUB;60;20180806;010000;63.3163000;63.3856000;63.3163000;63.3776000;30
USDRUB;60;20180806;020000;63.3814000;63.3814000;63.2230000;63.3305000;572
USDRUB;60;20180806;030000;63.3464000;63.3517000;63.3177000;63.3289000;45
USDRUB;60;20180806;040000;63.3290000;63.3626000;63.3105000;63.3507000;233
USDRUB;60;20180806;050000;63.3584000;63.3685000;63.3355000;63.3355000;92
USDRUB;60;20180806;060000;63.3580000;63.3587000;63.3105000;63.3205000;1265
USDRUB;60;20180806;070000;63.3536000;63.3564000;63.3105000;63.3205000;898
USDRUB;60;20180806;080000;63.3419000;63.3550000;63.3079000;63.3410000;484
USDRUB;60;20180806;090000;63.3205000;63.3480000;63.2965000;63.3265000;1158
USDRUB;60;20180806;100000;63.3336000;63.4410000;63.2910000;63.4205000;2909
USDRUB;60;20180806;110000;63.4205000;63.6051000;63.3400000;63.4918000;31382
USDRUB;60;20180806;120000;63.4918000;63.5137000;63.4413000;63.4915000;21439
USDRUB;60;20180806;130000;63.4841000;63.5621000;63.4525000;63.5080000;21089
USDRUB;60;20180806;140000;63.5090000;63.6808000;63.4750000;63.6538000;21523
USDRUB;60;20180806;150000;63.6538000;63.7162000;63.5750000;63.6297000;17799
USDRUB;60;20180806;160000;63.6282000;63.7425000;63.5663000;63.6977000;19244
USDRUB;60;20180806;170000;63.6953000;63.7855000;63.6338000;63.7122000;25287
USDRUB;60;20180806;180000;63.7137000;63.7722000;63.5938000;63.6500000;21710
USDRUB;60;20180806;190000;63.6555000;63.6698000;63.5949000;63.6490000;14462
USDRUB;60;20180806;200000;63.6490000;63.6733000;63.5540000;63.5906000;7778
USDRUB;60;20180806;210000;63.5862000;63.7050000;63.5475000;63.6977000;6833
USDRUB;60;20180806;220000;63.7007000;63.7600000;63.6505000;63.7083000;8226
USDRUB;60;20180806;230000;63.7237000;63.7773000;63.6733000;63.7155000;5557
USDRUB;60;20180807;000000;63.7360000;63.7708000;63.6725000;63.7390000;4283
USDRUB;60;20180807;010000;63.7437000;63.7569000;63.6247000;63.6586000;84
USDRUB;60;20180807;020000;63.6647000;63.7254000;63.6253000;63.6782000;105
USDRUB;60;20180807;030000;63.6906000;63.7160000;63.6281000;63.7159000;128
USDRUB;60;20180807;040000;63.7135000;63.7259000;63.6275000;63.6834000;81
USDRUB;60;20180807;050000;63.6812000;63.7201000;63.6267000;63.6746000;78
USDRUB;60;20180807;060000;63.7106000;63.7276000;63.6751000;63.7108000;41
USDRUB;60;20180807;070000;63.7152000;63.7476000;63.5736000;63.6102000;473
USDRUB;60;20180807;080000;63.6378000;63.6570000;63.5810000;63.5962000;89
USDRUB;60;20180807;090000;63.6201000;63.6833000;63.5715000;63.6324000;92
USDRUB;60;20180807;100000;63.6327000;63.6420000;63.5400000;63.5695000;966
USDRUB;60;20180807;110000;63.5768000;63.6346000;63.4387000;63.5338000;26274
USDRUB;60;20180807;120000;63.5335000;63.5462000;63.3564000;63.4226000;30190
USDRUB;60;20180807;130000;63.4230000;63.4963000;63.3614000;63.4420000;25373
USDRUB;60;20180807;140000;63.4409000;63.5599000;63.3832000;63.5023000;30303
USDRUB;60;20180807;150000;63.5033000;63.5313000;63.3970000;63.4557000;25769
USDRUB;60;20180807;160000;63.4531000;63.4641000;63.3256000;63.3757000;28840
USDRUB;60;20180807;170000;63.3749000;63.4998000;63.3621000;63.4246000;37686
USDRUB;60;20180807;180000;63.4293000;63.5020000;63.3628000;63.4272000;25825
USDRUB;60;20180807;190000;63.4291000;63.4948000;63.3547000;63.4567000;18267
USDRUB;60;20180807;200000;63.4725000;63.5048000;63.4078000;63.4773000;6863
USDRUB;60;20180807;210000;63.4750000;63.5379000;63.4390000;63.5018000;4869
USDRUB;60;20180807;220000;63.5215000;63.5330000;63.4641000;63.4727000;5804
USDRUB;60;20180807;230000;63.4855000;63.5368000;63.4500000;63.5163000;7001
USDRUB;60;20180808;000000;63.5191000;63.5195000;63.4690000;63.5055000;2738
USDRUB;60;20180808;010000;63.5087000;63.5306000;63.4939000;63.5300000;48
USDRUB;60;20180808;020000;63.5100000;63.5306000;63.5000000;63.5022000;43
USDRUB;60;20180808;030000;63.5138000;63.5280000;63.4996000;63.5189000;51
USDRUB;60;20180808;040000;63.5224000;63.5290000;63.4988000;63.5070000;55
USDRUB;60;20180808;050000;63.5192000;63.5271000;63.5010000;63.5015000;34
USDRUB;60;20180808;060000;63.5140000;63.5271000;63.5015000;63.5015000;44
USDRUB;60;20180808;070000;63.5240000;63.5433000;63.4890000;63.5201000;65
USDRUB;60;20180808;080000;63.5313000;63.5313000;63.4004000;63.4270000;369
USDRUB;60;20180808;090000;63.4090000;63.4670000;63.4023000;63.4290000;432
USDRUB;60;20180808;100000;63.4571000;63.6848000;63.4180000;63.4808000;3966
USDRUB;60;20180808;110000;63.4995000;63.6178000;63.3982000;63.5935000;30273
USDRUB;60;20180808;120000;63.5961000;63.7504000;63.5413000;63.6693000;38604
USDRUB;60;20180808;130000;63.7167000;64.2315000;63.6671000;64.1418000;40908
USDRUB;60;20180808;140000;64.1462000;64.8760000;64.1099000;64.7369000;35889
USDRUB;60;20180808;150000;64.7369000;64.8128000;64.4574000;64.7463000;26802
USDRUB;60;20180808;160000;64.7611000;65.0483000;64.5912000;64.9086000;25651
USDRUB;60;20180808;170000;64.9078000;64.9374000;64.3769000;64.7390000;28997
USDRUB;60;20180808;180000;64.7429000;64.8300000;64.5686000;64.6531000;24940
USDRUB;60;20180808;190000;64.6595000;64.9170000;64.5316000;64.8717000;20985
USDRUB;60;20180808;200000;64.8717000;65.1855000;64.7798000;65.1265000;17393
USDRUB;60;20180808;210000;65.1275000;65.1330000;65.0175000;65.0396000;10878
USDRUB;60;20180808;220000;65.0446000;65.1200000;65.0119000;65.1076000;7957
USDRUB;60;20180808;230000;65.1110000;65.6548000;65.0651000;65.4825000;21287
USDRUB;60;20180809;000000;65.4979000;65.6015000;65.2930000;65.5829000;10511
USDRUB;60;20180809;010000;65.5973000;65.7320000;65.5380000;65.5920000;245
USDRUB;60;20180809;020000;65.5938000;65.5997000;65.5315000;65.5730000;1755
USDRUB;60;20180809;030000;65.5881000;65.5970000;65.5479000;65.5940000;282
USDRUB;60;20180809;040000;65.5808000;65.6002000;65.5515000;65.5719000;463
USDRUB;60;20180809;050000;65.5848000;65.8560000;65.5579000;65.8434000;401
USDRUB;60;20180809;060000;65.7990000;65.8650000;65.6820000;65.7170000;97
USDRUB;60;20180809;070000;65.7120000;65.7670000;65.6816000;65.7238000;172
USDRUB;60;20180809;080000;65.7323000;65.7770000;65.6640000;65.7039000;297
USDRUB;60;20180809;090000;65.7095000;65.7975000;65.6565000;65.7326000;393
