<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDRUB;60;20180220;230000;56.4553000;56.4720000;56.3589000;56.4271000;14231
USDRUB;60;20180221;000000;56.4279000;56.5705000;56.3645000;56.4913000;9941
USDRUB;60;20180221;010000;56.4919000;56.5684000;56.4458000;56.5190000;2383
USDRUB;60;20180221;020000;56.5571000;56.5641000;56.4994000;56.5190000;62
USDRUB;60;20180221;030000;56.5610000;56.5710000;56.4960000;56.5584000;66
USDRUB;60;20180221;040000;56.5280000;56.5650000;56.5049000;56.5079000;837
USDRUB;60;20180221;050000;56.5395000;56.5524000;56.5079000;56.5079000;157
USDRUB;60;20180221;060000;56.5379000;56.5700000;56.4770000;56.5079000;508
USDRUB;60;20180221;070000;56.5193000;56.5920000;56.5053000;56.5600000;200
USDRUB;60;20180221;080000;56.5717000;56.6267000;56.5270000;56.6055000;215
USDRUB;60;20180221;090000;56.5972000;56.6923000;56.5720000;56.6673000;269
USDRUB;60;20180221;100000;56.6879000;56.6879000;56.5720000;56.6310000;1960
USDRUB;60;20180221;110000;56.6310000;56.7495000;56.4880000;56.6612000;22929
USDRUB;60;20180221;120000;56.6583000;56.6662000;56.5340000;56.6141000;20694
USDRUB;60;20180221;130000;56.5628000;56.6294000;56.4989000;56.5518000;21047
USDRUB;60;20180221;140000;56.6038000;56.6213000;56.5034000;56.5270000;17913
USDRUB;60;20180221;150000;56.5740000;56.6411000;56.5250000;56.6294000;21124
USDRUB;60;20180221;160000;56.6283000;56.6455000;56.5152000;56.6250000;20112
USDRUB;60;20180221;170000;56.6244000;56.6498000;56.5190000;56.6314000;19390
USDRUB;60;20180221;180000;56.6363000;56.6453000;56.5112000;56.6046000;24245
USDRUB;60;20180221;190000;56.6046000;56.6314000;56.5075000;56.5573000;20269
USDRUB;60;20180221;200000;56.5307000;56.6916000;56.5129000;56.6721000;17392
USDRUB;60;20180221;210000;56.6718000;56.6838000;56.5554000;56.6068000;8070
USDRUB;60;20180221;220000;56.6077000;56.6650000;56.5352000;56.6467000;7357
USDRUB;60;20180221;230000;56.6511000;56.6810000;56.4090000;56.6428000;25795
USDRUB;60;20180222;000000;56.6656000;56.7924000;56.6228000;56.7794000;19704
USDRUB;60;20180222;010000;56.7781000;56.8513000;56.6928000;56.6928000;2231
USDRUB;60;20180222;020000;56.7501000;56.8936000;56.6920000;56.7344000;112
USDRUB;60;20180222;030000;56.7489000;56.7595000;56.7016000;56.7520000;93
USDRUB;60;20180222;040000;56.7487000;56.7726000;56.7003000;56.7634000;911
USDRUB;60;20180222;050000;56.7720000;56.7904000;56.7078000;56.7637000;1177
USDRUB;60;20180222;060000;56.7731000;56.7827000;56.7438000;56.7705000;788
USDRUB;60;20180222;070000;56.7718000;56.7837000;56.7505000;56.7505000;819
USDRUB;60;20180222;080000;56.7662000;56.7791000;56.6803000;56.7287000;1406
USDRUB;60;20180222;090000;56.7306000;56.7387000;56.6803000;56.7256000;1903
USDRUB;60;20180222;100000;56.7338000;56.7870000;56.6853000;56.7515000;2031
USDRUB;60;20180222;110000;56.7480000;56.8668000;56.6030000;56.7019000;22160
USDRUB;60;20180222;120000;56.6508000;56.8096000;56.6438000;56.7426000;23286
USDRUB;60;20180222;130000;56.7418000;56.7746000;56.6800000;56.7072000;20021
USDRUB;60;20180222;140000;56.7472000;56.7811000;56.6742000;56.7718000;15883
USDRUB;60;20180222;150000;56.7227000;56.7972000;56.6864000;56.7602000;15827
USDRUB;60;20180222;160000;56.7250000;56.8092000;56.6711000;56.7735000;26557
USDRUB;60;20180222;170000;56.7736000;56.7823000;56.5789000;56.6357000;25516
USDRUB;60;20180222;180000;56.6357000;56.6719000;56.5205000;56.6390000;31792
USDRUB;60;20180222;190000;56.6569000;56.6580000;56.5004000;56.5989000;25666
USDRUB;60;20180222;200000;56.6222000;56.6222000;56.4324000;56.5694000;22813
USDRUB;60;20180222;210000;56.5638000;56.5863000;56.4571000;56.5318000;10773
USDRUB;60;20180222;220000;56.5148000;56.5638000;56.4412000;56.5306000;8913
USDRUB;60;20180222;230000;56.5313000;56.5324000;56.4421000;56.5194000;7628
USDRUB;60;20180223;000000;56.5226000;56.5349000;56.4550000;56.5000000;10214
USDRUB;60;20180223;010000;56.5226000;56.5637000;56.4113000;56.4602000;1421
USDRUB;60;20180223;020000;56.4700000;56.5980000;56.3760000;56.4695000;117
USDRUB;60;20180223;030000;56.5009000;56.5430000;56.4425000;56.4425000;152
USDRUB;60;20180223;040000;56.4922000;56.5450000;56.4500000;56.4678000;279
USDRUB;60;20180223;050000;56.4706000;56.5096000;56.4479000;56.4606000;194
USDRUB;60;20180223;060000;56.4610000;56.5007000;56.4254000;56.4541000;243
USDRUB;60;20180223;070000;56.4664000;56.5250000;56.4255000;56.4945000;601
USDRUB;60;20180223;080000;56.5208000;56.5239000;56.4760000;56.5063000;279
USDRUB;60;20180223;090000;56.4946000;56.5267000;56.4796000;56.4932000;492
USDRUB;60;20180223;100000;56.5239000;56.5478000;56.4760000;56.5268000;910
USDRUB;60;20180223;110000;56.5461000;56.5863000;56.5033000;56.5140000;2790
USDRUB;60;20180223;120000;56.5410000;56.5614000;56.3813000;56.4620000;4156
USDRUB;60;20180223;130000;56.4621000;56.4662000;56.3213000;56.4080000;5079
USDRUB;60;20180223;140000;56.4041000;56.4601000;56.3026000;56.3583000;4967
USDRUB;60;20180223;150000;56.3651000;56.4883000;56.3067000;56.4174000;4948
USDRUB;60;20180223;160000;56.4188000;56.4716000;56.3205000;56.4647000;4740
USDRUB;60;20180223;170000;56.4689000;56.4782000;56.4142000;56.4645000;2782
USDRUB;60;20180223;180000;56.4519000;56.4863000;56.3220000;56.4325000;6316
USDRUB;60;20180223;190000;56.4383000;56.4622000;56.3510000;56.4076000;4516
USDRUB;60;20180223;200000;56.3562000;56.4194000;56.2384000;56.2915000;5416
USDRUB;60;20180223;210000;56.2915000;56.3493000;56.2443000;56.3108000;3621
USDRUB;60;20180223;220000;56.3192000;56.4020000;56.2645000;56.3360000;2160
USDRUB;60;20180223;230000;56.3684000;56.4400000;56.2500000;56.2995000;1281
USDRUB;60;20180224;000000;56.3274000;56.3350000;56.2720000;56.3238000;1805
USDRUB;60;20180224;010000;56.3248000;56.3880000;56.0266000;56.1130000;3956
USDRUB;60;20180224;020000;56.2919000;56.3062000;56.1168000;56.2554000;20
USDRUB;60;20180224;030000;56.2554000;56.4000000;56.2554000;56.3800000;12
USDRUB;60;20180225;210000;56.2860000;56.2860000;56.2860000;56.2860000;12
USDRUB;60;20180225;220000;56.2860000;56.3226000;56.0830000;56.1100000;18
USDRUB;60;20180225;230000;56.1852000;56.1852000;56.1852000;56.1852000;12
USDRUB;60;20180226;000000;56.1852000;56.1852000;56.0904000;56.1100000;15
USDRUB;60;20180226;010000;56.0912000;56.2111000;56.0762000;56.0960000;40
USDRUB;60;20180226;020000;56.0831000;56.3009000;56.0770000;56.1738000;44
USDRUB;60;20180226;030000;56.1346000;56.1758000;56.1229000;56.1422000;147
USDRUB;60;20180226;040000;56.1638000;56.2218000;56.0709000;56.1240000;2303
USDRUB;60;20180226;050000;56.1244000;56.1484000;56.0405000;56.0645000;3707
USDRUB;60;20180226;060000;56.0801000;56.1000000;55.9500000;56.0335000;4927
USDRUB;60;20180226;070000;56.0291000;56.0574000;56.0161000;56.0455000;2096
USDRUB;60;20180226;080000;56.0428000;56.0518000;55.9790000;56.0085000;1946
USDRUB;60;20180226;090000;56.0085000;56.0133000;55.9500000;55.9940000;4103
USDRUB;60;20180226;100000;55.9948000;56.0998000;55.9655000;55.9850000;3946
USDRUB;60;20180226;110000;56.0052000;56.0257000;55.7978000;55.8547000;32996
USDRUB;60;20180226;120000;55.8947000;55.9671000;55.8248000;55.9423000;19817
USDRUB;60;20180226;130000;55.9155000;56.0502000;55.8437000;55.9213000;24632
USDRUB;60;20180226;140000;55.9164000;55.9365000;55.8398000;55.8687000;15643
USDRUB;60;20180226;150000;55.9176000;55.9818000;55.8535000;55.8984000;17218
USDRUB;60;20180226;160000;55.9477000;55.9796000;55.8467000;55.9557000;16375
USDRUB;60;20180226;170000;55.9511000;56.0225000;55.8668000;56.0161000;18933
USDRUB;60;20180226;180000;55.9668000;56.0855000;55.9208000;56.0126000;23304
USDRUB;60;20180226;190000;56.0119000;56.0592000;55.8643000;55.9488000;24176
USDRUB;60;20180226;200000;55.9488000;56.0222000;55.8095000;55.8942000;17692
USDRUB;60;20180226;210000;55.8942000;55.9076000;55.7638000;55.8201000;9163
USDRUB;60;20180226;220000;55.8130000;55.8765000;55.7600000;55.7708000;8000
USDRUB;60;20180226;230000;55.8176000;55.8280000;55.6847000;55.7557000;7601
USDRUB;60;20180227;000000;55.7575000;55.7732000;55.6540000;55.7122000;7432
USDRUB;60;20180227;010000;55.7229000;55.7274000;55.5677000;55.6275000;2668
USDRUB;60;20180227;020000;55.6045000;55.6835000;55.5662000;55.6830000;69
USDRUB;60;20180227;030000;55.6804000;55.7000000;55.5708000;55.6437000;757
USDRUB;60;20180227;040000;55.6657000;55.6657000;55.5695000;55.6087000;442
USDRUB;60;20180227;050000;55.6338000;55.6599000;55.5695000;55.6140000;1083
USDRUB;60;20180227;060000;55.6370000;55.6503000;55.5845000;55.6456000;834
USDRUB;60;20180227;070000;55.6521000;55.6910000;55.5995000;55.6562000;1475
USDRUB;60;20180227;080000;55.6621000;55.6673000;55.5620000;55.6143000;1000
USDRUB;60;20180227;090000;55.6051000;55.6316000;55.5170000;55.5709000;551
USDRUB;60;20180227;100000;55.5975000;55.7522000;55.5345000;55.6559000;2001
USDRUB;60;20180227;110000;55.6691000;55.7272000;55.5006000;55.6944000;28143
USDRUB;60;20180227;120000;55.6934000;55.7861000;55.6341000;55.6848000;24808
USDRUB;60;20180227;130000;55.7321000;55.8381000;55.6787000;55.8290000;18973
USDRUB;60;20180227;140000;55.8281000;55.8857000;55.7724000;55.8568000;18604
USDRUB;60;20180227;150000;55.8575000;55.9421000;55.8005000;55.9371000;17306
USDRUB;60;20180227;160000;55.9356000;55.9451000;55.7747000;55.8842000;19618
USDRUB;60;20180227;170000;55.8638000;55.9954000;55.7820000;55.9173000;36283
USDRUB;60;20180227;180000;55.9389000;56.1826000;55.8705000;56.1335000;33459
USDRUB;60;20180227;190000;56.1510000;56.3735000;56.0015000;56.2566000;30586
USDRUB;60;20180227;200000;56.2566000;56.3054000;56.0960000;56.1713000;23407
USDRUB;60;20180227;210000;56.1525000;56.2569000;56.0648000;56.1739000;16212
USDRUB;60;20180227;220000;56.1712000;56.2214000;56.1035000;56.1945000;9877
USDRUB;60;20180227;230000;56.2113000;56.2572000;56.1560000;56.2382000;10079
USDRUB;60;20180228;000000;56.2382000;56.2815000;56.1823000;56.2520000;8719
USDRUB;60;20180228;010000;56.2664000;56.3014000;56.2110000;56.2665000;2871
USDRUB;60;20180228;020000;56.2878000;56.2992000;56.1148000;56.1851000;132
USDRUB;60;20180228;030000;56.2476000;56.2850000;56.1801000;56.2001000;74
USDRUB;60;20180228;040000;56.2176000;56.3150000;56.2004000;56.2473000;825
USDRUB;60;20180228;050000;56.2380000;56.3036000;56.2310000;56.2950000;1196
USDRUB;60;20180228;060000;56.2912000;56.3231000;56.2560000;56.3131000;1026
USDRUB;60;20180228;070000;56.3169000;56.3323000;56.2710000;56.3154000;835
USDRUB;60;20180228;080000;56.3279000;56.3304000;56.3004000;56.3149000;1335
USDRUB;60;20180228;090000;56.3148000;56.3265000;56.2053000;56.2878000;1283
USDRUB;60;20180228;100000;56.2919000;56.3735000;56.2310000;56.2940000;1849
USDRUB;60;20180228;110000;56.2971000;56.3828000;56.1931000;56.3821000;25109
USDRUB;60;20180228;120000;56.3777000;56.4648000;56.3067000;56.3732000;27821
USDRUB;60;20180228;130000;56.3916000;56.3993000;56.1816000;56.2400000;27904
USDRUB;60;20180228;140000;56.2400000;56.3154000;56.1503000;56.2863000;24309
USDRUB;60;20180228;150000;56.2851000;56.3494000;56.2228000;56.3308000;20398
USDRUB;60;20180228;160000;56.3308000;56.3506000;56.2105000;56.2833000;21043
USDRUB;60;20180228;170000;56.2336000;56.3735000;56.1671000;56.2451000;23076
USDRUB;60;20180228;180000;56.2451000;56.2468000;55.9874000;56.1523000;33701
USDRUB;60;20180228;190000;56.1523000;56.3013000;56.0719000;56.2910000;32830
USDRUB;60;20180228;200000;56.3013000;56.3441000;56.1595000;56.2310000;27302
USDRUB;60;20180228;210000;56.2359000;56.2870000;56.1575000;56.2128000;15396
USDRUB;60;20180228;220000;56.2318000;56.2714000;56.1700000;56.2255000;12564
USDRUB;60;20180228;230000;56.2246000;56.2902000;56.1352000;56.2864000;12134
USDRUB;60;20180301;000000;56.2856000;56.4300000;56.2262000;56.3472000;13067
USDRUB;60;20180301;010000;56.3682000;56.3730000;56.2920000;56.3138000;1323
USDRUB;60;20180301;020000;56.3285000;56.3929000;56.3225000;56.3315000;466
USDRUB;60;20180301;030000;56.3549000;56.3586000;56.3286000;56.3305000;987
USDRUB;60;20180301;040000;56.3562000;56.3605000;56.3289000;56.3466000;1182
USDRUB;60;20180301;050000;56.3419000;56.3606000;56.3311000;56.3354000;1263
USDRUB;60;20180301;060000;56.3499000;56.3760000;56.3272000;56.3622000;572
USDRUB;60;20180301;070000;56.3571000;56.3904000;56.3301000;56.3710000;544
USDRUB;60;20180301;080000;56.3463000;56.3730000;56.3335000;56.3365000;316
USDRUB;60;20180301;090000;56.3367000;56.4211000;56.3331000;56.4082000;1501
USDRUB;60;20180301;100000;56.4214000;56.4746000;56.3474000;56.3765000;3255
USDRUB;60;20180301;110000;56.3973000;56.4918000;56.2856000;56.4037000;27862
USDRUB;60;20180301;120000;56.4242000;56.6173000;56.3516000;56.5187000;29697
USDRUB;60;20180301;130000;56.5169000;56.7396000;56.4874000;56.7311000;30707
USDRUB;60;20180301;140000;56.7323000;56.7823000;56.5858000;56.7281000;27391
USDRUB;60;20180301;150000;56.7295000;56.7814000;56.6236000;56.7725000;23907
USDRUB;60;20180301;160000;56.7612000;56.8850000;56.6977000;56.8431000;28975
USDRUB;60;20180301;170000;56.8394000;56.8891000;56.6588000;56.6908000;30451
USDRUB;60;20180301;180000;56.7118000;57.0134000;56.6292000;56.9428000;39269
USDRUB;60;20180301;190000;56.9428000;56.9977000;56.6521000;56.9374000;38872
USDRUB;60;20180301;200000;56.9374000;56.9437000;56.6681000;56.7640000;28723
USDRUB;60;20180301;210000;56.7666000;56.8677000;56.6841000;56.7618000;23999
USDRUB;60;20180301;220000;56.7786000;56.8953000;56.6926000;56.8919000;18647
USDRUB;60;20180301;230000;56.8919000;57.0566000;56.8282000;56.8996000;26003
USDRUB;60;20180302;000000;56.9005000;56.9038000;56.7375000;56.8083000;22102
USDRUB;60;20180302;010000;56.8248000;56.8292000;56.7380000;56.8025000;1097
USDRUB;60;20180302;020000;56.8027000;56.8752000;56.7585000;56.8169000;63
USDRUB;60;20180302;030000;56.8165000;56.8267000;56.7705000;56.8101000;114
USDRUB;60;20180302;040000;56.8155000;56.8359000;56.7455000;56.7765000;303
USDRUB;60;20180302;050000;56.7852000;56.7952000;56.7405000;56.7751000;751
USDRUB;60;20180302;060000;56.7966000;56.8133000;56.7455000;56.7793000;759
USDRUB;60;20180302;070000;56.7986000;56.8046000;56.7205000;56.7628000;1470
USDRUB;60;20180302;080000;56.7679000;56.7878000;56.6780000;56.7840000;1892
USDRUB;60;20180302;090000;56.7891000;56.8046000;56.6830000;56.7640000;1058
USDRUB;60;20180302;100000;56.7788000;56.8515000;56.6580000;56.7990000;3041
USDRUB;60;20180302;110000;56.7990000;56.8105000;56.5105000;56.6442000;31500
USDRUB;60;20180302;120000;56.5968000;56.6848000;56.5213000;56.5669000;26679
USDRUB;60;20180302;130000;56.5982000;56.7355000;56.5534000;56.7228000;27993
USDRUB;60;20180302;140000;56.7228000;56.7873000;56.6154000;56.7775000;25971
USDRUB;60;20180302;150000;56.7736000;57.0100000;56.6920000;57.0029000;38277
USDRUB;60;20180302;160000;57.0029000;57.2251000;56.9442000;57.2146000;35206
USDRUB;60;20180302;170000;57.2097000;57.2706000;56.9925000;57.0841000;41305
USDRUB;60;20180302;180000;57.0988000;57.3795000;57.0542000;57.2981000;39555
USDRUB;60;20180302;190000;57.2800000;57.3230000;57.0668000;57.1899000;33960
USDRUB;60;20180302;200000;57.1424000;57.2241000;56.9146000;56.9807000;27338
USDRUB;60;20180302;210000;56.9313000;57.0561000;56.8550000;56.9329000;19111
USDRUB;60;20180302;220000;56.9124000;56.9502000;56.8020000;56.8529000;16197
USDRUB;60;20180302;230000;56.8529000;56.8847000;56.7720000;56.8428000;14679
USDRUB;60;20180303;000000;56.8428000;56.8589000;56.7320000;56.8220000;10696
USDRUB;60;20180303;010000;56.8220000;56.8305000;56.6720000;56.7710000;2964
USDRUB;60;20180303;020000;56.7883000;56.8285000;56.6313000;56.7950000;25
USDRUB;60;20180303;030000;56.7950000;56.7950000;56.7950000;56.7950000;10
USDRUB;60;20180304;210000;56.8240000;56.8240000;56.8240000;56.8240000;12
USDRUB;60;20180304;220000;56.8240000;57.0920000;56.8240000;56.9194000;16
USDRUB;60;20180304;230000;56.9194000;57.1810000;56.9194000;57.0580000;18
USDRUB;60;20180305;000000;57.0580000;57.0815000;56.8240000;57.0320000;27
USDRUB;60;20180305;010000;57.0687000;57.0882000;56.7940000;57.0646000;29
USDRUB;60;20180305;020000;57.0626000;57.1993000;56.7620000;57.0468000;54
USDRUB;60;20180305;030000;57.0429000;57.1189000;56.8702000;57.0769000;793
USDRUB;60;20180305;040000;56.9339000;57.0478000;56.8643000;56.8988000;703
USDRUB;60;20180305;050000;56.9157000;56.9231000;56.8220000;56.8479000;634
USDRUB;60;20180305;060000;56.8635000;56.9329000;56.7870000;56.9094000;1524
USDRUB;60;20180305;070000;56.9067000;56.9880000;56.5124000;56.8937000;2569
USDRUB;60;20180305;080000;56.9210000;56.9600000;56.7970000;56.8427000;3425
USDRUB;60;20180305;090000;56.8453000;56.8668000;56.7720000;56.8154000;4468
USDRUB;60;20180305;100000;56.8172000;56.8765000;56.7570000;56.8704000;5283
USDRUB;60;20180305;110000;56.8646000;57.3031000;56.8183000;57.1416000;42697
USDRUB;60;20180305;120000;57.1240000;57.1632000;56.9160000;56.9480000;41302
USDRUB;60;20180305;130000;56.9963000;57.0664000;56.8945000;57.0395000;30159
USDRUB;60;20180305;140000;57.0367000;57.0682000;56.9389000;56.9737000;21214
USDRUB;60;20180305;150000;56.9737000;57.1770000;56.9632000;57.1173000;21445
USDRUB;60;20180305;160000;57.1639000;57.1826000;57.0139000;57.1138000;26497
USDRUB;60;20180305;170000;57.1287000;57.1990000;57.0400000;57.1705000;25845
USDRUB;60;20180305;180000;57.1676000;57.2004000;56.9966000;57.0176000;18022
USDRUB;60;20180305;190000;57.0451000;57.0842000;56.7684000;56.7703000;24732
USDRUB;60;20180305;200000;56.8030000;56.8669000;56.5040000;56.5706000;25839
USDRUB;60;20180305;210000;56.5186000;56.5774000;56.4200000;56.5288000;16781
USDRUB;60;20180305;220000;56.5288000;56.5463000;56.4132000;56.4776000;11871
USDRUB;60;20180305;230000;56.4621000;56.4896000;56.4140000;56.4637000;8370
USDRUB;60;20180306;000000;56.4555000;56.4693000;56.3390000;56.3841000;7289
USDRUB;60;20180306;010000;56.3802000;56.4595000;56.3490000;56.3701000;7300
USDRUB;60;20180306;020000;56.3699000;56.4490000;56.2898000;56.4249000;17074
USDRUB;60;20180306;030000;56.4324000;56.4604000;56.3661000;56.4405000;40231
USDRUB;60;20180306;040000;56.4267000;56.4547000;56.3690000;56.4350000;3458
USDRUB;60;20180306;050000;56.4435000;56.4435000;56.3910000;56.4002000;2531
USDRUB;60;20180306;060000;56.4279000;56.4910000;56.3890000;56.4779000;5308
USDRUB;60;20180306;070000;56.4738000;56.4847000;56.3640000;56.4192000;1333
USDRUB;60;20180306;080000;56.4332000;56.4359000;56.3703000;56.4022000;2062
USDRUB;60;20180306;090000;56.4134000;56.4150000;56.3690000;56.3879000;7352
USDRUB;60;20180306;100000;56.4024000;56.4886000;56.3740000;56.4785000;4898
USDRUB;60;20180306;110000;56.4791000;56.5882000;56.3643000;56.5688000;28440
USDRUB;60;20180306;120000;56.5207000;56.6085000;56.4675000;56.5946000;23842
USDRUB;60;20180306;130000;56.5916000;56.6615000;56.4847000;56.5497000;25318
USDRUB;60;20180306;140000;56.4968000;56.5572000;56.3390000;56.4319000;22907
USDRUB;60;20180306;150000;56.4301000;56.4620000;56.2037000;56.2959000;31264
USDRUB;60;20180306;160000;56.2908000;56.3988000;56.2209000;56.3254000;26279
USDRUB;60;20180306;170000;56.3235000;56.3909000;56.2139000;56.3479000;24715
USDRUB;60;20180306;180000;56.3191000;56.5850000;56.3060000;56.4738000;34795
USDRUB;60;20180306;190000;56.4595000;56.7043000;56.3941000;56.6893000;29832
USDRUB;60;20180306;200000;56.6893000;56.7424000;56.5488000;56.6126000;25562
USDRUB;60;20180306;210000;56.6132000;56.7533000;56.5480000;56.6988000;15385
USDRUB;60;20180306;220000;56.7001000;56.7036000;56.5685000;56.6658000;13065
USDRUB;60;20180306;230000;56.6815000;56.6936000;56.5681000;56.6426000;7286
USDRUB;60;20180307;000000;56.6261000;56.6913000;56.5913000;56.6494000;8336
USDRUB;60;20180307;010000;56.6619000;56.7024000;56.5738000;56.6701000;1675
USDRUB;60;20180307;020000;56.7081000;56.7081000;56.6175000;56.6573000;220
USDRUB;60;20180307;030000;56.6856000;57.0289000;56.6525000;56.8605000;2077
USDRUB;60;20180307;040000;56.8748000;56.9059000;56.8080000;56.8332000;3772
USDRUB;60;20180307;050000;56.8794000;56.9400000;56.7950000;56.8415000;14153
USDRUB;60;20180307;060000;56.8551000;56.8551000;56.7863000;56.8079000;544
USDRUB;60;20180307;070000;56.8289000;56.8550000;56.7625000;56.8324000;1293
USDRUB;60;20180307;080000;56.8475000;56.8970000;56.7825000;56.8730000;2423
USDRUB;60;20180307;090000;56.8920000;56.9455000;56.8225000;56.8643000;2637
USDRUB;60;20180307;100000;56.8818000;56.9322000;56.7725000;56.8203000;3423
USDRUB;60;20180307;110000;56.8265000;56.9076000;56.6698000;56.7196000;26563
USDRUB;60;20180307;120000;56.7196000;56.9466000;56.6703000;56.9454000;25787
USDRUB;60;20180307;130000;56.8951000;57.0622000;56.8283000;56.9933000;30891
USDRUB;60;20180307;140000;57.0024000;57.0029000;56.7748000;56.8858000;24988
USDRUB;60;20180307;150000;56.8345000;56.9684000;56.8257000;56.9618000;22246
USDRUB;60;20180307;160000;56.9584000;56.9666000;56.7689000;56.8288000;25259
USDRUB;60;20180307;170000;56.8326000;56.8971000;56.6906000;56.7751000;29994
USDRUB;60;20180307;180000;56.8235000;56.9503000;56.7440000;56.9386000;30999
USDRUB;60;20180307;190000;56.9398000;56.9405000;56.7361000;56.8135000;32461
USDRUB;60;20180307;200000;56.8210000;56.9203000;56.6762000;56.8875000;25852
USDRUB;60;20180307;210000;56.9061000;56.9805000;56.8004000;56.9373000;18724
USDRUB;60;20180307;220000;56.9677000;56.9723000;56.8374000;56.9313000;11995
USDRUB;60;20180307;230000;56.9313000;56.9365000;56.8296000;56.8774000;12751
USDRUB;60;20180308;000000;56.8774000;56.9022000;56.7230000;56.8369000;10989
USDRUB;60;20180308;010000;56.8604000;56.8607000;56.7868000;56.8173000;204
USDRUB;60;20180308;020000;56.8339000;56.8750000;56.7380000;56.8265000;300
USDRUB;60;20180308;030000;56.8470000;56.8730000;56.7680000;56.7922000;233
USDRUB;60;20180308;040000;56.8108000;56.8805000;56.7830000;56.8183000;2990
USDRUB;60;20180308;050000;56.8218000;56.8321000;56.7680000;56.8049000;327
USDRUB;60;20180308;060000;56.8234000;56.8266000;56.7680000;56.7938000;252
USDRUB;60;20180308;070000;56.8100000;56.8200000;56.7543000;56.8090000;151
USDRUB;60;20180308;080000;56.8245000;56.8390000;56.7543000;56.7845000;432
USDRUB;60;20180308;090000;56.8011000;56.8686000;56.7543000;56.8615000;2403
USDRUB;60;20180308;100000;56.8717000;56.8726000;56.7693000;56.8100000;2306
USDRUB;60;20180308;110000;56.8115000;56.8644000;56.7654000;56.7770000;9342
USDRUB;60;20180308;120000;56.8124000;56.9788000;56.7504000;56.9762000;6956
USDRUB;60;20180308;130000;56.9762000;56.9937000;56.8972000;56.9470000;7904
USDRUB;60;20180308;140000;56.9470000;56.9579000;56.8652000;56.8986000;3895
USDRUB;60;20180308;150000;56.9513000;57.0177000;56.8986000;57.0063000;3573
USDRUB;60;20180308;160000;57.0095000;57.0167000;56.7513000;56.8966000;8670
USDRUB;60;20180308;170000;56.9256000;56.9956000;56.8250000;56.9359000;7262
USDRUB;60;20180308;180000;56.9455000;57.1088000;56.8800000;57.0923000;7572
USDRUB;60;20180308;190000;57.0923000;57.1289000;56.9263000;57.0446000;6362
USDRUB;60;20180308;200000;57.0382000;57.1363000;56.9634000;57.0337000;5468
USDRUB;60;20180308;210000;57.0320000;57.1536000;57.0143000;57.1188000;4328
USDRUB;60;20180308;220000;57.1368000;57.1368000;57.0386000;57.0523000;1318
USDRUB;60;20180308;230000;57.0913000;57.1050000;57.0361000;57.0361000;364
USDRUB;60;20180309;000000;57.0854000;57.1065000;57.0203000;57.0523000;1001
USDRUB;60;20180309;010000;57.0744000;57.1095000;57.0365000;57.0793000;444
USDRUB;60;20180309;020000;57.0771000;57.1157000;57.0437000;57.0916000;79
USDRUB;60;20180309;030000;57.1086000;57.1172000;57.0260000;57.1055000;415
USDRUB;60;20180309;040000;57.1203000;57.1203000;57.0666000;57.0791000;221
USDRUB;60;20180309;050000;57.0965000;57.1008000;57.0710000;57.0796000;679
USDRUB;60;20180309;060000;57.0824000;57.1073000;57.0676000;57.0864000;677
USDRUB;60;20180309;070000;57.1019000;57.1062000;57.0788000;57.0957000;500
USDRUB;60;20180309;080000;57.0806000;57.1167000;57.0728000;57.0775000;353
USDRUB;60;20180309;090000;57.0822000;57.1003000;56.9800000;57.0361000;1989
USDRUB;60;20180309;100000;57.0508000;57.0785000;57.0261000;57.0578000;1830
USDRUB;60;20180309;110000;57.0590000;57.0785000;56.8492000;57.0187000;17605
USDRUB;60;20180309;120000;57.0196000;57.0434000;56.8839000;56.9442000;16547
USDRUB;60;20180309;130000;56.9326000;56.9530000;56.8167000;56.9153000;14789
USDRUB;60;20180309;140000;56.9385000;57.0173000;56.8418000;56.9880000;19152
USDRUB;60;20180309;150000;56.9724000;57.0063000;56.8833000;56.9529000;13310
USDRUB;60;20180309;160000;56.9545000;57.0138000;56.8769000;57.0064000;13231
USDRUB;60;20180309;170000;57.0064000;57.0971000;56.7873000;56.8757000;28571
USDRUB;60;20180309;180000;56.8582000;56.9173000;56.7110000;56.7852000;26278
USDRUB;60;20180309;190000;56.7782000;56.7848000;56.5548000;56.7134000;23101
USDRUB;60;20180309;200000;56.6974000;56.7563000;56.5480000;56.6698000;21043
USDRUB;60;20180309;210000;56.6699000;56.7161000;56.6205000;56.6893000;11253
USDRUB;60;20180309;220000;56.7043000;56.7076000;56.6025000;56.6829000;7183
USDRUB;60;20180309;230000;56.6819000;56.6903000;56.5768000;56.6236000;7636
USDRUB;60;20180310;000000;56.6236000;56.6691000;56.5780000;56.6480000;6668
USDRUB;60;20180310;010000;56.6416000;56.6598000;56.5893000;56.6357000;1726
USDRUB;60;20180310;020000;56.6415000;56.6586000;56.5955000;56.6563000;21
USDRUB;60;20180310;030000;56.6563000;56.6563000;56.6563000;56.6563000;10
USDRUB;60;20180311;200000;56.6370000;56.6370000;56.6370000;56.6370000;12
USDRUB;60;20180311;210000;56.6370000;56.6370000;56.6370000;56.6370000;12
